date,category,complaints
2017-09-05,Plumbing,184
2017-09-05,Water/Leak,335
2017-09-06,Boilers,4
2017-09-06,Heating/Hot Water,97
2017-09-06,Homeless/Shelter,84
2017-09-06,Plumbing,172
2017-09-06,Water/Leak,319
2017-09-07,Heating/Hot Water,82
2017-09-07,Homeless/Shelter,90
2017-09-07,Plumbing,191
2017-09-07,Water/Leak,260
2017-09-08,Boilers,5
2017-09-08,Heating/Hot Water,89
2017-09-08,Homeless/Shelter,87
2017-09-08,Plumbing,119
2017-09-08,Water/Leak,240
2017-09-09,Boilers,1
2017-09-09,Heating/Hot Water,80
2017-09-09,Homeless/Shelter,61
2017-09-09,Plumbing,76
2017-09-09,Water/Leak,222
2017-09-10,Boilers,1
2017-09-10,Heating/Hot Water,75
2017-09-10,Homeless/Shelter,63
2017-09-10,Plumbing,59
2017-09-10,Water/Leak,138
2017-09-11,Boilers,5
2017-09-11,Heating/Hot Water,89
2017-09-11,Homeless/Shelter,103
2017-09-11,Plumbing,218
2017-09-11,Water/Leak,270
2017-09-12,Boilers,2
2017-09-12,Heating/Hot Water,97
2017-09-12,Homeless/Shelter,119
2017-09-12,Plumbing,187
2017-09-12,Water/Leak,271
2017-09-13,Boilers,5
2017-09-13,Heating/Hot Water,89
2017-09-13,Homeless/Shelter,113
2017-09-13,Plumbing,150
2017-09-13,Water/Leak,248
2017-09-14,Boilers,3
2017-09-14,Heating/Hot Water,105
2017-09-14,Homeless/Shelter,115
2017-09-14,Plumbing,149
2017-09-14,Water/Leak,210
2017-09-15,Heating/Hot Water,86
2017-09-15,Homeless/Shelter,123
2017-09-15,Plumbing,163
2017-09-15,Water/Leak,183
2017-09-16,Boilers,1
2017-09-16,Heating/Hot Water,80
2017-09-16,Homeless/Shelter,100
2017-09-16,Plumbing,66
2017-09-16,Water/Leak,185
2017-09-17,Heating/Hot Water,92
2017-09-17,Homeless/Shelter,75
2017-09-17,Plumbing,50
2017-09-17,Water/Leak,131
2017-09-18,Boilers,3
2017-09-18,Heating/Hot Water,97
2017-09-18,Homeless/Shelter,114
2017-09-18,Plumbing,185
2017-09-18,Water/Leak,250
2017-09-19,Boilers,5
2017-09-19,Heating/Hot Water,107
2017-09-19,Homeless/Shelter,107
2017-09-19,Plumbing,176
2017-09-19,Water/Leak,272
2017-09-20,Boilers,2
2017-09-20,Heating/Hot Water,85
2017-09-20,Homeless/Shelter,120
2017-09-20,Plumbing,178
2017-09-20,Water/Leak,272
2017-09-21,Boilers,2
2017-09-21,Heating/Hot Water,67
2017-09-21,Homeless/Shelter,114
2017-09-21,Plumbing,180
2017-09-21,Water/Leak,248
2017-09-22,Boilers,6
2017-09-22,Heating/Hot Water,104
2017-09-22,Homeless/Shelter,113
2017-09-22,Plumbing,149
2017-09-22,Water/Leak,273
2017-09-23,Heating/Hot Water,67
2017-09-23,Homeless/Shelter,77
2017-09-23,Plumbing,63
2017-09-23,Water/Leak,136
2017-09-24,Boilers,2
2017-09-24,Heating/Hot Water,61
2017-09-24,Homeless/Shelter,78
2017-09-24,Plumbing,57
2017-09-24,Water/Leak,155
2017-09-25,Boilers,2
2017-09-25,Heating/Hot Water,113
2017-09-25,Homeless/Shelter,105
2017-09-25,Plumbing,234
2017-09-25,Water/Leak,291
2017-09-26,Boilers,4
2017-09-26,Heating/Hot Water,84
2017-09-26,Homeless/Shelter,132
2017-09-26,Plumbing,156
2017-09-26,Water/Leak,262
2017-09-27,Heating/Hot Water,104
2017-09-27,Homeless/Shelter,118
2017-09-27,Plumbing,189
2017-09-27,Water/Leak,287
2017-09-28,Boilers,1
2017-09-28,Heating/Hot Water,94
2017-09-28,Homeless/Shelter,131
2017-09-28,Plumbing,196
2017-09-28,Water/Leak,266
2017-09-29,Heating/Hot Water,89
2017-09-29,Homeless/Shelter,107
2017-09-29,Plumbing,127
2017-09-29,Water/Leak,229
2017-09-30,Heating/Hot Water,76
2017-09-30,Homeless/Shelter,64
2017-09-30,Plumbing,91
2017-09-30,Water/Leak,120
2017-10-01,Heating/Hot Water,165
2017-10-01,Homeless/Shelter,74
2017-10-01,Plumbing,53
2017-10-01,Water/Leak,119
2017-10-02,Boilers,3
2017-10-02,Heating/Hot Water,208
2017-10-02,Homeless/Shelter,108
2017-10-02,Plumbing,195
2017-10-02,Water/Leak,309
2017-10-03,Boilers,5
2017-10-03,Heating/Hot Water,160
2017-10-03,Homeless/Shelter,108
2017-10-03,Plumbing,274
2017-10-03,Water/Leak,229
2017-10-04,Boilers,2
2017-10-04,Heating/Hot Water,145
2017-10-04,Homeless/Shelter,151
2017-10-04,Plumbing,257
2017-10-04,Water/Leak,454
2017-10-05,Boilers,1
2017-10-05,Heating/Hot Water,90
2017-10-05,Homeless/Shelter,123
2017-10-05,Plumbing,202
2017-10-05,Water/Leak,272
2017-10-06,Boilers,6
2017-10-06,Heating/Hot Water,77
2017-10-06,Homeless/Shelter,108
2017-10-06,Plumbing,192
2017-10-06,Water/Leak,176
2017-10-07,Boilers,2
2017-10-07,Heating/Hot Water,64
2017-10-07,Homeless/Shelter,88
2017-10-07,Plumbing,73
2017-10-07,Water/Leak,174
2017-10-08,Boilers,2
2017-10-08,Heating/Hot Water,58
2017-10-08,Homeless/Shelter,70
2017-10-08,Plumbing,40
2017-10-08,Water/Leak,112
2017-10-09,Boilers,2
2017-10-09,Heating/Hot Water,96
2017-10-09,Homeless/Shelter,101
2017-10-09,Plumbing,131
2017-10-09,Water/Leak,164
2017-10-10,Boilers,2
2017-10-10,Heating/Hot Water,117
2017-10-10,Homeless/Shelter,93
2017-10-10,Plumbing,192
2017-10-10,Water/Leak,283
2017-10-11,Heating/Hot Water,108
2017-10-11,Homeless/Shelter,98
2017-10-11,Plumbing,191
2017-10-11,Water/Leak,269
2017-10-12,Boilers,5
2017-10-12,Heating/Hot Water,135
2017-10-12,Homeless/Shelter,82
2017-10-12,Plumbing,151
2017-10-12,Water/Leak,204
2017-10-13,Boilers,4
2017-10-13,Heating/Hot Water,225
2017-10-13,Homeless/Shelter,112
2017-10-13,Plumbing,161
2017-10-13,Water/Leak,221
2017-10-14,Boilers,2
2017-10-14,Heating/Hot Water,119
2017-10-14,Homeless/Shelter,85
2017-10-14,Plumbing,69
2017-10-14,Water/Leak,137
2017-10-15,Heating/Hot Water,95
2017-10-15,Homeless/Shelter,85
2017-10-15,Plumbing,60
2017-10-15,Water/Leak,120
2017-10-16,Boilers,3
2017-10-16,Heating/Hot Water,404
2017-10-16,Homeless/Shelter,112
2017-10-16,Plumbing,178
2017-10-16,Water/Leak,267
2017-10-17,Boilers,4
2017-10-17,Heating/Hot Water,1268
2017-10-17,Homeless/Shelter,86
2017-10-17,Plumbing,215
2017-10-17,Water/Leak,300
2017-10-18,Boilers,2
2017-10-18,Heating/Hot Water,577
2017-10-18,Homeless/Shelter,96
2017-10-18,Plumbing,173
2017-10-18,Water/Leak,247
2017-10-19,Boilers,5
2017-10-19,Heating/Hot Water,317
2017-10-19,Homeless/Shelter,109
2017-10-19,Plumbing,191
2017-10-19,Water/Leak,300
2017-10-20,Boilers,2
2017-10-20,Heating/Hot Water,141
2017-10-20,Homeless/Shelter,103
2017-10-20,Plumbing,158
2017-10-20,Water/Leak,250
2017-10-21,Boilers,3
2017-10-21,Heating/Hot Water,118
2017-10-21,Homeless/Shelter,105
2017-10-21,Plumbing,77
2017-10-21,Water/Leak,135
2017-10-22,Heating/Hot Water,105
2017-10-22,Homeless/Shelter,88
2017-10-22,Plumbing,69
2017-10-22,Water/Leak,140
2017-10-23,Boilers,2
2017-10-23,Heating/Hot Water,134
2017-10-23,Homeless/Shelter,113
2017-10-23,Plumbing,190
2017-10-23,Water/Leak,265
2017-10-24,Boilers,3
2017-10-24,Heating/Hot Water,112
2017-10-24,Homeless/Shelter,102
2017-10-24,Plumbing,194
2017-10-24,Water/Leak,217
2017-10-25,Boilers,8
2017-10-25,Heating/Hot Water,137
2017-10-25,Homeless/Shelter,113
2017-10-25,Plumbing,181
2017-10-25,Water/Leak,242
2017-10-26,Boilers,7
2017-10-26,Heating/Hot Water,714
2017-10-26,Homeless/Shelter,93
2017-10-26,Plumbing,190
2017-10-26,Water/Leak,233
2017-10-27,Boilers,2
2017-10-27,Heating/Hot Water,907
2017-10-27,Homeless/Shelter,93
2017-10-27,Plumbing,184
2017-10-27,Water/Leak,219
2017-10-28,Boilers,4
2017-10-28,Heating/Hot Water,409
2017-10-28,Homeless/Shelter,91
2017-10-28,Plumbing,55
2017-10-28,Water/Leak,132
2017-10-29,Boilers,1
2017-10-29,Heating/Hot Water,222
2017-10-29,Homeless/Shelter,53
2017-10-29,Plumbing,88
2017-10-29,Water/Leak,306
2017-10-30,Boilers,9
2017-10-30,Heating/Hot Water,1229
2017-10-30,Homeless/Shelter,92
2017-10-30,Plumbing,260
2017-10-30,Water/Leak,359
2017-10-31,Boilers,6
2017-10-31,Heating/Hot Water,1625
2017-10-31,Homeless/Shelter,81
2017-10-31,Plumbing,177
2017-10-31,Water/Leak,343
2017-11-01,Boilers,9
2017-11-01,Heating/Hot Water,1803
2017-11-01,Homeless/Shelter,101
2017-11-01,Plumbing,214
2017-11-01,Water/Leak,253
2017-11-02,Boilers,8
2017-11-02,Heating/Hot Water,412
2017-11-02,Homeless/Shelter,108
2017-11-02,Plumbing,166
2017-11-02,Water/Leak,299
2017-11-03,Boilers,5
2017-11-03,Heating/Hot Water,235
2017-11-03,Homeless/Shelter,89
2017-11-03,Plumbing,163
2017-11-03,Water/Leak,278
2017-11-04,Boilers,3
2017-11-04,Heating/Hot Water,915
2017-11-04,Homeless/Shelter,80
2017-11-04,Plumbing,88
2017-11-04,Water/Leak,197
2017-11-05,Boilers,7
2017-11-05,Heating/Hot Water,667
2017-11-05,Homeless/Shelter,68
2017-11-05,Plumbing,72
2017-11-05,Water/Leak,123
2017-11-06,Boilers,4
2017-11-06,Heating/Hot Water,743
2017-11-06,Homeless/Shelter,86
2017-11-06,Plumbing,190
2017-11-06,Water/Leak,280
2017-11-07,Boilers,5
2017-11-07,Heating/Hot Water,2127
2017-11-07,Homeless/Shelter,61
2017-11-07,Plumbing,174
2017-11-07,Water/Leak,277
2017-11-08,Boilers,9
2017-11-08,Heating/Hot Water,2232
2017-11-08,Homeless/Shelter,65
2017-11-08,Plumbing,227
2017-11-08,Water/Leak,339
2017-11-09,Boilers,8
2017-11-09,Heating/Hot Water,1712
2017-11-09,Homeless/Shelter,79
2017-11-09,Plumbing,183
2017-11-09,Water/Leak,255
2017-11-10,Boilers,5
2017-11-10,Heating/Hot Water,2876
2017-11-10,Homeless/Shelter,59
2017-11-10,Plumbing,182
2017-11-10,Water/Leak,202
2017-11-11,Boilers,14
2017-11-11,Heating/Hot Water,3057
2017-11-11,Homeless/Shelter,33
2017-11-11,Plumbing,96
2017-11-11,Snow/Ice,2
2017-11-11,Water/Leak,173
2017-11-12,Boilers,4
2017-11-12,Heating/Hot Water,1764
2017-11-12,Homeless/Shelter,60
2017-11-12,Plumbing,123
2017-11-12,Snow/Ice,5
2017-11-12,Water/Leak,135
2017-11-13,Boilers,8
2017-11-13,Heating/Hot Water,1546
2017-11-13,Homeless/Shelter,62
2017-11-13,Plumbing,245
2017-11-13,Water/Leak,268
2017-11-14,Boilers,12
2017-11-14,Heating/Hot Water,1545
2017-11-14,Homeless/Shelter,81
2017-11-14,Plumbing,262
2017-11-14,Water/Leak,262
2017-11-15,Boilers,9
2017-11-15,Heating/Hot Water,1242
2017-11-15,Homeless/Shelter,68
2017-11-15,Plumbing,203
2017-11-15,Water/Leak,258
2017-11-16,Boilers,7
2017-11-16,Heating/Hot Water,934
2017-11-16,Homeless/Shelter,48
2017-11-16,Plumbing,179
2017-11-16,Water/Leak,232
2017-11-17,Boilers,9
2017-11-17,Heating/Hot Water,1312
2017-11-17,Homeless/Shelter,80
2017-11-17,Plumbing,172
2017-11-17,Water/Leak,228
2017-11-18,Boilers,4
2017-11-18,Heating/Hot Water,993
2017-11-18,Homeless/Shelter,60
2017-11-18,Plumbing,106
2017-11-18,Water/Leak,166
2017-11-19,Boilers,4
2017-11-19,Heating/Hot Water,935
2017-11-19,Homeless/Shelter,32
2017-11-19,Plumbing,90
2017-11-19,Water/Leak,141
2017-11-20,Boilers,6
2017-11-20,Heating/Hot Water,1368
2017-11-20,Homeless/Shelter,62
2017-11-20,Plumbing,218
2017-11-20,Snow/Ice,5
2017-11-20,Water/Leak,288
2017-11-21,Boilers,6
2017-11-21,Heating/Hot Water,919
2017-11-21,Homeless/Shelter,87
2017-11-21,Plumbing,192
2017-11-21,Water/Leak,260
2017-11-22,Boilers,5
2017-11-22,Heating/Hot Water,947
2017-11-22,Homeless/Shelter,46
2017-11-22,Plumbing,204
2017-11-22,Water/Leak,190
2017-11-23,Boilers,2
2017-11-23,Heating/Hot Water,1077
2017-11-23,Homeless/Shelter,12
2017-11-23,Plumbing,58
2017-11-23,Snow/Ice,1
2017-11-23,Water/Leak,112
2017-11-24,Boilers,8
2017-11-24,Heating/Hot Water,927
2017-11-24,Homeless/Shelter,59
2017-11-24,Plumbing,114
2017-11-24,Water/Leak,163
2017-11-25,Boilers,3
2017-11-25,Heating/Hot Water,716
2017-11-25,Homeless/Shelter,55
2017-11-25,Plumbing,74
2017-11-25,Water/Leak,155
2017-11-26,Boilers,2
2017-11-26,Heating/Hot Water,1006
2017-11-26,Homeless/Shelter,28
2017-11-26,Plumbing,74
2017-11-26,Water/Leak,132
2017-11-27,Boilers,7
2017-11-27,Heating/Hot Water,1128
2017-11-27,Homeless/Shelter,60
2017-11-27,Plumbing,197
2017-11-27,Water/Leak,267
2017-11-28,Boilers,12
2017-11-28,Heating/Hot Water,922
2017-11-28,Homeless/Shelter,70
2017-11-28,Plumbing,204
2017-11-28,Snow/Ice,1
2017-11-28,Water/Leak,290
2017-11-29,Boilers,5
2017-11-29,Heating/Hot Water,713
2017-11-29,Homeless/Shelter,63
2017-11-29,Plumbing,233
2017-11-29,Water/Leak,268
2017-11-30,Boilers,10
2017-11-30,Heating/Hot Water,917
2017-11-30,Homeless/Shelter,78
2017-11-30,Plumbing,169
2017-11-30,Water/Leak,352
2017-12-01,Boilers,2
2017-12-01,Heating/Hot Water,720
2017-12-01,Homeless/Shelter,49
2017-12-01,Plumbing,188
2017-12-01,Water/Leak,223
2017-12-02,Boilers,6
2017-12-02,Heating/Hot Water,801
2017-12-02,Homeless/Shelter,49
2017-12-02,Plumbing,76
2017-12-02,Water/Leak,158
2017-12-03,Boilers,1
2017-12-03,Heating/Hot Water,715
2017-12-03,Homeless/Shelter,79
2017-12-03,Plumbing,68
2017-12-03,Water/Leak,127
2017-12-04,Boilers,5
2017-12-04,Heating/Hot Water,776
2017-12-04,Homeless/Shelter,72
2017-12-04,Plumbing,223
2017-12-04,Water/Leak,272
2017-12-05,Boilers,10
2017-12-05,Heating/Hot Water,716
2017-12-05,Homeless/Shelter,83
2017-12-05,Plumbing,202
2017-12-05,Water/Leak,274
2017-12-06,Boilers,9
2017-12-06,Heating/Hot Water,1029
2017-12-06,Homeless/Shelter,60
2017-12-06,Plumbing,271
2017-12-06,Water/Leak,305
2017-12-07,Boilers,8
2017-12-07,Heating/Hot Water,1147
2017-12-07,Homeless/Shelter,44
2017-12-07,Plumbing,359
2017-12-07,Water/Leak,221
2017-12-08,Boilers,7
2017-12-08,Heating/Hot Water,1432
2017-12-08,Homeless/Shelter,34
2017-12-08,Plumbing,473
2017-12-08,Snow/Ice,1
2017-12-08,Water/Leak,217
2017-12-09,Boilers,6
2017-12-09,Heating/Hot Water,1635
2017-12-09,Homeless/Shelter,28
2017-12-09,Plumbing,123
2017-12-09,Snow/Ice,3
2017-12-09,Water/Leak,109
2017-12-10,Boilers,6
2017-12-10,Heating/Hot Water,1232
2017-12-10,Homeless/Shelter,42
2017-12-10,Plumbing,114
2017-12-10,Snow/Ice,14
2017-12-10,Water/Leak,123
2017-12-11,Boilers,11
2017-12-11,Heating/Hot Water,1295
2017-12-11,Homeless/Shelter,69
2017-12-11,Plumbing,271
2017-12-11,Snow/Ice,79
2017-12-11,Water/Leak,234
2017-12-12,Boilers,7
2017-12-12,Heating/Hot Water,1105
2017-12-12,Homeless/Shelter,68
2017-12-12,Plumbing,276
2017-12-12,Snow/Ice,12
2017-12-12,Water/Leak,250
2017-12-13,Boilers,17
2017-12-13,Heating/Hot Water,2663
2017-12-13,Homeless/Shelter,46
2017-12-13,Plumbing,313
2017-12-13,Snow/Ice,7
2017-12-13,Water/Leak,272
2017-12-14,Boilers,13
2017-12-14,Heating/Hot Water,1919
2017-12-14,Homeless/Shelter,36
2017-12-14,Plumbing,241
2017-12-14,Snow/Ice,98
2017-12-14,Water/Leak,265
2017-12-15,Boilers,9
2017-12-15,Heating/Hot Water,2123
2017-12-15,Homeless/Shelter,55
2017-12-15,Plumbing,210
2017-12-15,Snow/Ice,100
2017-12-15,Water/Leak,206
2017-12-16,Boilers,9
2017-12-16,Heating/Hot Water,1726
2017-12-16,Homeless/Shelter,22
2017-12-16,Plumbing,132
2017-12-16,Snow/Ice,94
2017-12-16,Water/Leak,198
2017-12-17,Boilers,6
2017-12-17,Heating/Hot Water,1153
2017-12-17,Homeless/Shelter,19
2017-12-17,Plumbing,82
2017-12-17,Snow/Ice,14
2017-12-17,Water/Leak,174
2017-12-18,Boilers,6
2017-12-18,Heating/Hot Water,985
2017-12-18,Homeless/Shelter,55
2017-12-18,Plumbing,203
2017-12-18,Water/Leak,264
2017-12-19,Boilers,7
2017-12-19,Heating/Hot Water,724
2017-12-19,Homeless/Shelter,67
2017-12-19,Plumbing,199
2017-12-19,Water/Leak,327
2017-12-20,Boilers,13
2017-12-20,Heating/Hot Water,937
2017-12-20,Homeless/Shelter,38
2017-12-20,Plumbing,173
2017-12-20,Water/Leak,300
2017-12-21,Boilers,7
2017-12-21,Heating/Hot Water,955
2017-12-21,Homeless/Shelter,30
2017-12-21,Plumbing,187
2017-12-21,Snow/Ice,3
2017-12-21,Water/Leak,231
2017-12-22,Boilers,8
2017-12-22,Heating/Hot Water,865
2017-12-22,Homeless/Shelter,58
2017-12-22,Plumbing,123
2017-12-22,Snow/Ice,1
2017-12-22,Water/Leak,237
2017-12-23,Boilers,5
2017-12-23,Heating/Hot Water,654
2017-12-23,Homeless/Shelter,41
2017-12-23,Plumbing,79
2017-12-23,Water/Leak,110
2017-12-24,Boilers,3
2017-12-24,Heating/Hot Water,783
2017-12-24,Homeless/Shelter,27
2017-12-24,Plumbing,78
2017-12-24,Water/Leak,115
2017-12-25,Heating/Hot Water,978
2017-12-25,Homeless/Shelter,10
2017-12-25,Plumbing,70
2017-12-25,Snow/Ice,5
2017-12-25,Water/Leak,106
2017-12-26,Boilers,11
2017-12-26,Heating/Hot Water,2346
2017-12-26,Homeless/Shelter,37
2017-12-26,Plumbing,227
2017-12-26,Snow/Ice,37
2017-12-26,Water/Leak,289
2017-12-27,Boilers,15
2017-12-27,Heating/Hot Water,2762
2017-12-27,Homeless/Shelter,87
2017-12-27,Plumbing,231
2017-12-27,Snow/Ice,42
2017-12-27,Water/Leak,320
2017-12-28,Boilers,26
2017-12-28,Heating/Hot Water,4802
2017-12-28,Homeless/Shelter,76
2017-12-28,Plumbing,261
2017-12-28,Snow/Ice,40
2017-12-28,Water/Leak,482
2017-12-29,Boilers,22
2017-12-29,Heating/Hot Water,4079
2017-12-29,Homeless/Shelter,58
2017-12-29,Plumbing,300
2017-12-29,Snow/Ice,53
2017-12-29,Water/Leak,516
2017-12-30,Boilers,23
2017-12-30,Heating/Hot Water,2808
2017-12-30,Homeless/Shelter,28
2017-12-30,Plumbing,194
2017-12-30,Snow/Ice,22
2017-12-30,Water/Leak,236
2017-12-31,Boilers,3
2017-12-31,Heating/Hot Water,2802
2017-12-31,Homeless/Shelter,41
2017-12-31,Plumbing,140
2017-12-31,Snow/Ice,61
2017-12-31,Water/Leak,213
2018-01-01,Boilers,11
2018-01-01,Heating/Hot Water,4631
2018-01-01,Homeless/Shelter,24
2018-01-01,Plumbing,240
2018-01-01,Snow/Ice,51
2018-01-01,Water/Leak,491
2018-01-02,Boilers,15
2018-01-02,Heating/Hot Water,4464
2018-01-02,Homeless/Shelter,47
2018-01-02,Plumbing,425
2018-01-02,Snow/Ice,86
2018-01-02,Water/Leak,696
2018-01-03,Boilers,11
2018-01-03,Heating/Hot Water,3093
2018-01-03,Homeless/Shelter,61
2018-01-03,Plumbing,381
2018-01-03,Snow/Ice,72
2018-01-03,Water/Leak,612
2018-01-04,Boilers,25
2018-01-04,Heating/Hot Water,3404
2018-01-04,Homeless/Shelter,81
2018-01-04,Plumbing,291
2018-01-04,Snow/Ice,5
2018-01-04,Water/Leak,339
2018-01-05,Boilers,10
2018-01-05,Heating/Hot Water,4399
2018-01-05,Homeless/Shelter,234
2018-01-05,Plumbing,353
2018-01-05,Snow/Ice,844
2018-01-05,Water/Leak,407
2018-01-06,Boilers,15
2018-01-06,Heating/Hot Water,5397
2018-01-06,Homeless/Shelter,218
2018-01-06,Plumbing,301
2018-01-06,Snow/Ice,504
2018-01-06,Water/Leak,518
2018-01-07,Boilers,11
2018-01-07,Heating/Hot Water,4409
2018-01-07,Homeless/Shelter,139
2018-01-07,Plumbing,349
2018-01-07,Snow/Ice,361
2018-01-07,Water/Leak,744
2018-01-08,Boilers,14
2018-01-08,Heating/Hot Water,3184
2018-01-08,Homeless/Shelter,80
2018-01-08,Plumbing,500
2018-01-08,Snow/Ice,703
2018-01-08,Water/Leak,771
2018-01-09,Boilers,8
2018-01-09,Heating/Hot Water,1651
2018-01-09,Homeless/Shelter,31
2018-01-09,Plumbing,413
2018-01-09,Snow/Ice,432
2018-01-09,Water/Leak,890
2018-01-10,Boilers,5
2018-01-10,Heating/Hot Water,1295
2018-01-10,Homeless/Shelter,66
2018-01-10,Plumbing,294
2018-01-10,Snow/Ice,212
2018-01-10,Water/Leak,749
2018-01-11,Boilers,13
2018-01-11,Heating/Hot Water,817
2018-01-11,Homeless/Shelter,62
2018-01-11,Plumbing,295
2018-01-11,Snow/Ice,62
2018-01-11,Water/Leak,726
2018-01-12,Boilers,8
2018-01-12,Heating/Hot Water,630
2018-01-12,Homeless/Shelter,69
2018-01-12,Plumbing,216
2018-01-12,Snow/Ice,12
2018-01-12,Water/Leak,700
2018-01-13,Boilers,4
2018-01-13,Heating/Hot Water,1164
2018-01-13,Homeless/Shelter,33
2018-01-13,Plumbing,118
2018-01-13,Snow/Ice,17
2018-01-13,Water/Leak,600
2018-01-14,Boilers,3
2018-01-14,Heating/Hot Water,1961
2018-01-14,Homeless/Shelter,40
2018-01-14,Plumbing,117
2018-01-14,Snow/Ice,46
2018-01-14,Water/Leak,499
2018-01-15,Boilers,9
2018-01-15,Heating/Hot Water,2110
2018-01-15,Homeless/Shelter,39
2018-01-15,Plumbing,173
2018-01-15,Snow/Ice,81
2018-01-15,Water/Leak,806
2018-01-16,Boilers,5
2018-01-16,Heating/Hot Water,1521
2018-01-16,Homeless/Shelter,28
2018-01-16,Plumbing,256
2018-01-16,Snow/Ice,46
2018-01-16,Water/Leak,719
2018-01-17,Boilers,7
2018-01-17,Heating/Hot Water,1249
2018-01-17,Homeless/Shelter,33
2018-01-17,Plumbing,268
2018-01-17,Snow/Ice,42
2018-01-17,Water/Leak,504
2018-01-18,Boilers,10
2018-01-18,Heating/Hot Water,1280
2018-01-18,Homeless/Shelter,62
2018-01-18,Plumbing,264
2018-01-18,Snow/Ice,57
2018-01-18,Water/Leak,519
2018-01-19,Boilers,7
2018-01-19,Heating/Hot Water,941
2018-01-19,Homeless/Shelter,35
2018-01-19,Plumbing,227
2018-01-19,Snow/Ice,35
2018-01-19,Water/Leak,564
2018-01-20,Boilers,3
2018-01-20,Heating/Hot Water,701
2018-01-20,Homeless/Shelter,27
2018-01-20,Plumbing,115
2018-01-20,Snow/Ice,10
2018-01-20,Water/Leak,366
2018-01-21,Boilers,7
2018-01-21,Heating/Hot Water,606
2018-01-21,Homeless/Shelter,37
2018-01-21,Plumbing,96
2018-01-21,Snow/Ice,1
2018-01-21,Water/Leak,239
2018-01-22,Boilers,3
2018-01-22,Heating/Hot Water,710
2018-01-22,Homeless/Shelter,71
2018-01-22,Plumbing,245
2018-01-22,Snow/Ice,1
2018-01-22,Water/Leak,431
2018-01-23,Boilers,7
2018-01-23,Heating/Hot Water,646
2018-01-23,Homeless/Shelter,51
2018-01-23,Plumbing,194
2018-01-23,Water/Leak,301
2018-01-24,Boilers,4
2018-01-24,Heating/Hot Water,910
2018-01-24,Homeless/Shelter,33
2018-01-24,Plumbing,226
2018-01-24,Snow/Ice,1
2018-01-24,Water/Leak,386
2018-01-25,Boilers,7
2018-01-25,Heating/Hot Water,1159
2018-01-25,Homeless/Shelter,29
2018-01-25,Plumbing,234
2018-01-25,Snow/Ice,26
2018-01-25,Water/Leak,461
2018-01-26,Boilers,6
2018-01-26,Heating/Hot Water,925
2018-01-26,Homeless/Shelter,37
2018-01-26,Plumbing,230
2018-01-26,Snow/Ice,9
2018-01-26,Water/Leak,460
2018-01-27,Heating/Hot Water,571
2018-01-27,Homeless/Shelter,41
2018-01-27,Plumbing,98
2018-01-27,Snow/Ice,3
2018-01-27,Water/Leak,225
2018-01-28,Boilers,8
2018-01-28,Heating/Hot Water,506
2018-01-28,Homeless/Shelter,30
2018-01-28,Plumbing,88
2018-01-28,Snow/Ice,1
2018-01-28,Water/Leak,139
2018-01-29,Boilers,7
2018-01-29,Heating/Hot Water,790
2018-01-29,Homeless/Shelter,35
2018-01-29,Plumbing,203
2018-01-29,Water/Leak,292
2018-01-30,Boilers,9
2018-01-30,Heating/Hot Water,1027
2018-01-30,Homeless/Shelter,32
2018-01-30,Plumbing,211
2018-01-30,Snow/Ice,1
2018-01-30,Water/Leak,284
2018-01-31,Boilers,7
2018-01-31,Heating/Hot Water,1275
2018-01-31,Homeless/Shelter,29
2018-01-31,Plumbing,243
2018-01-31,Snow/Ice,8
2018-01-31,Water/Leak,329
2018-02-01,Boilers,2
2018-02-01,Heating/Hot Water,895
2018-02-01,Homeless/Shelter,36
2018-02-01,Plumbing,197
2018-02-01,Snow/Ice,2
2018-02-01,Water/Leak,356
2018-02-02,Boilers,7
2018-02-02,Heating/Hot Water,1181
2018-02-02,Homeless/Shelter,31
2018-02-02,Plumbing,187
2018-02-02,Snow/Ice,7
2018-02-02,Water/Leak,275
2018-02-03,Boilers,3
2018-02-03,Heating/Hot Water,1550
2018-02-03,Homeless/Shelter,22
2018-02-03,Plumbing,139
2018-02-03,Snow/Ice,6
2018-02-03,Water/Leak,276
2018-02-04,Boilers,1
2018-02-04,Heating/Hot Water,887
2018-02-04,Homeless/Shelter,17
2018-02-04,Plumbing,98
2018-02-04,Snow/Ice,6
2018-02-04,Water/Leak,171
2018-02-05,Boilers,5
2018-02-05,Heating/Hot Water,950
2018-02-05,Homeless/Shelter,32
2018-02-05,Plumbing,223
2018-02-05,Snow/Ice,5
2018-02-05,Water/Leak,355
2018-02-06,Boilers,7
2018-02-06,Heating/Hot Water,927
2018-02-06,Homeless/Shelter,34
2018-02-06,Plumbing,252
2018-02-06,Snow/Ice,6
2018-02-06,Water/Leak,333
2018-02-07,Boilers,4
2018-02-07,Heating/Hot Water,993
2018-02-07,Homeless/Shelter,34
2018-02-07,Plumbing,226
2018-02-07,Snow/Ice,1
2018-02-07,Water/Leak,334
2018-02-08,Boilers,5
2018-02-08,Heating/Hot Water,936
2018-02-08,Homeless/Shelter,52
2018-02-08,Plumbing,220
2018-02-08,Snow/Ice,23
2018-02-08,Water/Leak,314
2018-02-09,Boilers,14
2018-02-09,Heating/Hot Water,930
2018-02-09,Homeless/Shelter,36
2018-02-09,Plumbing,194
2018-02-09,Snow/Ice,7
2018-02-09,Water/Leak,275
