month,category,borough,complaints
2018-04,Heating/Hot Water,BROOKLYN,4564
2018-04,Heating/Hot Water,MANHATTAN,3487
2018-04,Heating/Hot Water,QUEENS,2161
2018-04,Heating/Hot Water,STATEN ISLAND,134
2018-04,Homeless/Shelter,BRONX,74
2018-04,Homeless/Shelter,BROOKLYN,287
2018-04,Homeless/Shelter,MANHATTAN,993
2018-04,Homeless/Shelter,QUEENS,156
2018-04,Homeless/Shelter,STATEN ISLAND,11
2018-04,Homeless/Shelter,Unspecified,20
2018-04,Plumbing,BRONX,1274
2018-04,Plumbing,BROOKLYN,1438
2018-04,Plumbing,MANHATTAN,949
2018-04,Plumbing,QUEENS,568
2018-04,Plumbing,STATEN ISLAND,119
2018-04,Snow/Ice,BRONX,1
2018-04,Snow/Ice,BROOKLYN,1
2018-04,Snow/Ice,MANHATTAN,3
2018-04,Snow/Ice,QUEENS,1
2018-04,Snow/Ice,STATEN ISLAND,1
2018-04,Water/Leak,BRONX,1698
2018-04,Water/Leak,BROOKLYN,2425
2018-04,Water/Leak,MANHATTAN,1422
2018-04,Water/Leak,QUEENS,1760
2018-04,Water/Leak,STATEN ISLAND,457
2018-05,Boilers,BRONX,17
2018-05,Boilers,BROOKLYN,15
2018-05,Boilers,MANHATTAN,18
2018-05,Boilers,QUEENS,10
2018-05,Boilers,STATEN ISLAND,2
2018-05,Heating/Hot Water,BRONX,1356
2018-05,Heating/Hot Water,BROOKLYN,1904
2018-05,Heating/Hot Water,MANHATTAN,1184
2018-05,Heating/Hot Water,QUEENS,483
2018-05,Heating/Hot Water,STATEN ISLAND,52
2018-05,Homeless/Shelter,BRONX,168
2018-05,Homeless/Shelter,BROOKLYN,412
2018-05,Homeless/Shelter,MANHATTAN,1562
2018-05,Homeless/Shelter,QUEENS,219
2018-05,Homeless/Shelter,STATEN ISLAND,15
2018-05,Homeless/Shelter,Unspecified,28
2018-05,Plumbing,BRONX,1369
2018-05,Plumbing,BROOKLYN,1386
2018-05,Plumbing,MANHATTAN,879
2018-05,Plumbing,QUEENS,568
2018-05,Plumbing,STATEN ISLAND,123
2018-05,Snow/Ice,BRONX,1
2018-05,Water/Leak,BRONX,1718
2018-05,Water/Leak,BROOKLYN,2407
2018-05,Water/Leak,MANHATTAN,1423
2018-05,Water/Leak,QUEENS,2028
2018-05,Water/Leak,STATEN ISLAND,576
2018-05,Water/Leak,Unspecified,1
2018-06,Boilers,BRONX,12
2018-06,Boilers,BROOKLYN,6
2018-06,Boilers,MANHATTAN,22
2018-06,Boilers,QUEENS,8
2018-06,Boilers,STATEN ISLAND,1
2018-06,Heating/Hot Water,BRONX,762
2018-06,Heating/Hot Water,BROOKLYN,1230
2018-06,Heating/Hot Water,MANHATTAN,816
2018-06,Heating/Hot Water,QUEENS,327
2018-06,Heating/Hot Water,STATEN ISLAND,37
2018-06,Homeless/Shelter,BRONX,159
2018-06,Homeless/Shelter,BROOKLYN,445
2018-06,Homeless/Shelter,MANHATTAN,1581
2018-06,Homeless/Shelter,QUEENS,219
2018-06,Homeless/Shelter,STATEN ISLAND,20
2018-06,Homeless/Shelter,Unspecified,21
2018-06,Plumbing,BRONX,1267
2018-06,Plumbing,BROOKLYN,1386
2018-06,Plumbing,MANHATTAN,868
2018-06,Plumbing,QUEENS,591
2018-06,Plumbing,STATEN ISLAND,109
2018-06,Snow/Ice,BROOKLYN,1
2018-06,Water/Leak,BRONX,2236
2018-06,Water/Leak,BROOKLYN,2702
2018-06,Water/Leak,MANHATTAN,1586
2018-06,Water/Leak,QUEENS,1949
2018-06,Water/Leak,STATEN ISLAND,536
2018-07,Boilers,BRONX,11
2018-07,Boilers,BROOKLYN,13
2018-07,Boilers,MANHATTAN,13
2018-07,Boilers,QUEENS,13
2018-07,Boilers,STATEN ISLAND,1
2018-07,Heating/Hot Water,BRONX,820
2018-07,Heating/Hot Water,BROOKLYN,939
2018-07,Heating/Hot Water,MANHATTAN,736
2018-07,Heating/Hot Water,QUEENS,321
2018-07,Heating/Hot Water,STATEN ISLAND,26
2018-07,Homeless/Shelter,BRONX,193
2018-07,Homeless/Shelter,BROOKLYN,587
2018-07,Homeless/Shelter,MANHATTAN,1781
2018-07,Homeless/Shelter,QUEENS,250
2018-07,Homeless/Shelter,STATEN ISLAND,29
2018-07,Homeless/Shelter,Unspecified,25
2018-07,Plumbing,BRONX,1453
2018-07,Plumbing,BROOKLYN,1556
2018-07,Plumbing,MANHATTAN,892
2018-07,Plumbing,QUEENS,610
2018-07,Plumbing,STATEN ISLAND,113
2018-07,Water/Leak,BRONX,4298
2018-07,Water/Leak,BROOKLYN,3710
2018-07,Water/Leak,MANHATTAN,2867
2018-07,Water/Leak,QUEENS,2518
2018-07,Water/Leak,STATEN ISLAND,455
2018-07,Water/Leak,Unspecified,13
2018-08,Boilers,BRONX,16
2018-08,Boilers,BROOKLYN,25
2018-08,Boilers,MANHATTAN,4
2018-08,Boilers,QUEENS,10
2018-08,Heating/Hot Water,BRONX,724
2018-08,Heating/Hot Water,BROOKLYN,973
2018-08,Heating/Hot Water,MANHATTAN,657
2018-08,Heating/Hot Water,QUEENS,327
2018-08,Heating/Hot Water,STATEN ISLAND,53
2018-08,Homeless/Shelter,BRONX,225
2018-08,Homeless/Shelter,BROOKLYN,631
2018-08,Homeless/Shelter,MANHATTAN,2044
2018-08,Homeless/Shelter,QUEENS,281
2018-08,Homeless/Shelter,STATEN ISLAND,23
2018-08,Homeless/Shelter,Unspecified,35
2018-08,Plumbing,BRONX,1588
2018-08,Plumbing,BROOKLYN,2164
2018-08,Plumbing,MANHATTAN,1330
2018-08,Plumbing,QUEENS,1044
2018-08,Plumbing,STATEN ISLAND,172
2018-08,Water/Leak,BRONX,3306
2018-08,Water/Leak,BROOKLYN,3441
2018-08,Water/Leak,MANHATTAN,2621
2018-08,Water/Leak,QUEENS,2018
2018-08,Water/Leak,STATEN ISLAND,519
2018-08,Water/Leak,Unspecified,5
2018-09,Boilers,BRONX,17
2018-09,Boilers,BROOKLYN,42
2018-09,Boilers,MANHATTAN,19
2018-09,Boilers,QUEENS,12
2018-09,Boilers,STATEN ISLAND,2
2018-09,Heating/Hot Water,BRONX,908
2018-09,Heating/Hot Water,BROOKLYN,732
2018-09,Heating/Hot Water,MANHATTAN,684
2018-09,Heating/Hot Water,QUEENS,358
2018-09,Heating/Hot Water,STATEN ISLAND,34
2018-09,Homeless/Shelter,BRONX,161
2018-09,Homeless/Shelter,BROOKLYN,546
2018-09,Homeless/Shelter,MANHATTAN,1841
2018-09,Homeless/Shelter,QUEENS,323
2018-09,Homeless/Shelter,STATEN ISLAND,13
2018-09,Homeless/Shelter,Unspecified,31
2018-09,Plumbing,BRONX,1477
2018-09,Plumbing,BROOKLYN,1463
2018-09,Plumbing,MANHATTAN,1031
2018-09,Plumbing,QUEENS,742
2018-09,Plumbing,STATEN ISLAND,147
2018-09,Snow/Ice,BRONX,1
2018-09,Water/Leak,BRONX,2262
2018-09,Water/Leak,BROOKLYN,2592
2018-09,Water/Leak,MANHATTAN,1738
2018-09,Water/Leak,QUEENS,1864
2018-09,Water/Leak,STATEN ISLAND,387
2018-10,Boilers,BRONX,57
2018-10,Boilers,BROOKLYN,86
2018-10,Boilers,MANHATTAN,53
2018-10,Boilers,QUEENS,27
2018-10,Boilers,STATEN ISLAND,4
2018-10,Heating/Hot Water,BRONX,7546
2018-10,Heating/Hot Water,BROOKLYN,8430
2018-10,Heating/Hot Water,MANHATTAN,6373
2018-10,Heating/Hot Water,QUEENS,4098
2018-10,Heating/Hot Water,STATEN ISLAND,299
2018-10,Homeless/Shelter,BRONX,187
2018-10,Homeless/Shelter,BROOKLYN,541
2018-10,Homeless/Shelter,MANHATTAN,1759
2018-10,Homeless/Shelter,QUEENS,257
2018-10,Homeless/Shelter,STATEN ISLAND,12
2018-10,Homeless/Shelter,Unspecified,19
2018-10,Plumbing,BRONX,1725
2018-10,Plumbing,BROOKLYN,1859
2018-10,Plumbing,MANHATTAN,1296
2018-10,Plumbing,QUEENS,845
2018-10,Plumbing,STATEN ISLAND,136
2018-10,Snow/Ice,BROOKLYN,1
2018-10,Water/Leak,BRONX,1729
2018-10,Water/Leak,BROOKLYN,2576
2018-10,Water/Leak,MANHATTAN,1515
2018-10,Water/Leak,QUEENS,1814
2018-10,Water/Leak,STATEN ISLAND,414
2018-11,Boilers,BRONX,38
2018-11,Boilers,BROOKLYN,92
2018-11,Boilers,MANHATTAN,52
2018-11,Boilers,QUEENS,29
2018-11,Boilers,STATEN ISLAND,1
2018-11,Heating/Hot Water,BRONX,11474
2018-11,Heating/Hot Water,BROOKLYN,11111
2018-11,Heating/Hot Water,MANHATTAN,7509
2018-11,Heating/Hot Water,QUEENS,4891
2018-11,Heating/Hot Water,STATEN ISLAND,350
2018-11,Homeless/Shelter,BRONX,104
2018-11,Homeless/Shelter,BROOKLYN,276
2018-11,Homeless/Shelter,MANHATTAN,933
2018-11,Homeless/Shelter,QUEENS,147
2018-11,Homeless/Shelter,STATEN ISLAND,5
2018-11,Homeless/Shelter,Unspecified,18
2018-11,Plumbing,BRONX,1706
2018-11,Plumbing,BROOKLYN,1786
2018-11,Plumbing,MANHATTAN,1092
2018-11,Plumbing,QUEENS,576
2018-11,Plumbing,STATEN ISLAND,116
2018-11,Snow/Ice,BRONX,12
2018-11,Snow/Ice,BROOKLYN,7
2018-11,Snow/Ice,MANHATTAN,4
2018-11,Snow/Ice,QUEENS,7
2018-11,Snow/Ice,STATEN ISLAND,14
2018-11,Water/Leak,BRONX,1692
2018-11,Water/Leak,BROOKLYN,2572
2018-11,Water/Leak,MANHATTAN,1362
2018-11,Water/Leak,QUEENS,1944
2018-11,Water/Leak,STATEN ISLAND,440
2018-12,Boilers,BRONX,41
2018-12,Boilers,BROOKLYN,83
2018-12,Boilers,MANHATTAN,59
2018-12,Boilers,QUEENS,25
2018-12,Boilers,STATEN ISLAND,2
2018-12,Heating/Hot Water,BRONX,10084
2018-12,Heating/Hot Water,BROOKLYN,8781
2018-12,Heating/Hot Water,MANHATTAN,6485
2018-12,Heating/Hot Water,QUEENS,3745
2018-12,Heating/Hot Water,STATEN ISLAND,328
2018-12,Homeless/Shelter,BRONX,82
2018-12,Homeless/Shelter,BROOKLYN,184
2018-12,Homeless/Shelter,MANHATTAN,672
2018-12,Homeless/Shelter,QUEENS,92
2018-12,Homeless/Shelter,STATEN ISLAND,6
2018-12,Homeless/Shelter,Unspecified,9
2018-12,Plumbing,BRONX,1507
2018-12,Plumbing,BROOKLYN,1759
2018-12,Plumbing,MANHATTAN,987
2018-12,Plumbing,QUEENS,657
2018-12,Plumbing,STATEN ISLAND,145
2018-12,Snow/Ice,BRONX,18
2018-12,Snow/Ice,BROOKLYN,19
2018-12,Snow/Ice,MANHATTAN,15
2018-12,Snow/Ice,QUEENS,24
2018-12,Snow/Ice,STATEN ISLAND,35
2018-12,Water/Leak,BRONX,1731
2018-12,Water/Leak,BROOKLYN,2857
2018-12,Water/Leak,MANHATTAN,1296
2018-12,Water/Leak,QUEENS,1844
2018-12,Water/Leak,STATEN ISLAND,1261
2018-12,Water/Leak,Unspecified,1
2019-01,Boilers,BRONX,63
2019-01,Boilers,BROOKLYN,121
2019-01,Boilers,MANHATTAN,91
2019-01,Boilers,QUEENS,48
2019-01,Boilers,STATEN ISLAND,4
2019-01,Heating/Hot Water,BRONX,16281
2019-01,Heating/Hot Water,BROOKLYN,13966
2019-01,Heating/Hot Water,MANHATTAN,10246
2019-01,Heating/Hot Water,QUEENS,6380
2019-01,Heating/Hot Water,STATEN ISLAND,607
2019-01,Heating/Hot Water,Unspecified,2
2019-01,Homeless/Shelter,BRONX,53
2019-01,Homeless/Shelter,BROOKLYN,201
2019-01,Homeless/Shelter,MANHATTAN,847
2019-01,Homeless/Shelter,QUEENS,79
2019-01,Homeless/Shelter,STATEN ISLAND,4
2019-01,Homeless/Shelter,Unspecified,18
2019-01,Plumbing,BRONX,1975
2019-01,Plumbing,BROOKLYN,2102
2019-01,Plumbing,MANHATTAN,1219
2019-01,Plumbing,QUEENS,854
2019-01,Plumbing,STATEN ISLAND,183
2019-01,Snow/Ice,BRONX,38
2019-01,Snow/Ice,BROOKLYN,81
2019-01,Snow/Ice,MANHATTAN,49
2019-01,Snow/Ice,QUEENS,117
2019-01,Snow/Ice,STATEN ISLAND,158
2019-01,Water/Leak,BRONX,2115
2019-01,Water/Leak,BROOKLYN,3234
2019-01,Water/Leak,MANHATTAN,1529
2019-01,Water/Leak,QUEENS,2484
2019-01,Water/Leak,STATEN ISLAND,881
2019-01,Water/Leak,Unspecified,1
2019-02,Boilers,BRONX,34
2019-02,Boilers,BROOKLYN,77
2019-02,Boilers,MANHATTAN,51
2019-02,Boilers,QUEENS,26
2019-02,Boilers,STATEN ISLAND,1
2019-02,Heating/Hot Water,BRONX,10083
2019-02,Heating/Hot Water,BROOKLYN,8448
2019-02,Heating/Hot Water,MANHATTAN,6274
2019-02,Heating/Hot Water,QUEENS,3923
2019-02,Heating/Hot Water,STATEN ISLAND,284
2019-02,Heating/Hot Water,Unspecified,1
2019-02,Homeless/Shelter,BRONX,63
2019-02,Homeless/Shelter,BROOKLYN,139
2019-02,Homeless/Shelter,MANHATTAN,576
2019-02,Homeless/Shelter,QUEENS,63
2019-02,Homeless/Shelter,STATEN ISLAND,8
2019-02,Homeless/Shelter,Unspecified,9
2019-02,Plumbing,BRONX,1686
2019-02,Plumbing,BROOKLYN,1631
2019-02,Plumbing,MANHATTAN,1159
2019-02,Plumbing,QUEENS,685
2019-02,Plumbing,STATEN ISLAND,151
2019-02,Snow/Ice,BRONX,57
2019-02,Snow/Ice,BROOKLYN,69
2019-02,Snow/Ice,MANHATTAN,32
2019-02,Snow/Ice,QUEENS,81
2019-02,Snow/Ice,STATEN ISLAND,44
2019-02,Water/Leak,BRONX,1510
2019-02,Water/Leak,BROOKLYN,2540
2019-02,Water/Leak,MANHATTAN,1200
2019-02,Water/Leak,QUEENS,1858
2019-02,Water/Leak,STATEN ISLAND,576
2019-02,Water/Leak,Unspecified,7
2019-03,Boilers,BRONX,40
2019-03,Boilers,BROOKLYN,80
2019-03,Boilers,MANHATTAN,71
2019-03,Boilers,QUEENS,37
2019-03,Boilers,STATEN ISLAND,3
2019-03,Heating/Hot Water,BRONX,7885
2019-03,Heating/Hot Water,BROOKLYN,7347
2019-03,Heating/Hot Water,MANHATTAN,4789
2019-03,Heating/Hot Water,QUEENS,3032
2019-03,Heating/Hot Water,STATEN ISLAND,197
2019-03,Heating/Hot Water,Unspecified,1
2019-03,Homeless/Shelter,BRONX,49
2019-03,Homeless/Shelter,BROOKLYN,181
2019-03,Homeless/Shelter,MANHATTAN,598
2019-03,Homeless/Shelter,QUEENS,114
2019-03,Homeless/Shelter,STATEN ISLAND,5
2019-03,Homeless/Shelter,Unspecified,4
2019-03,Plumbing,BRONX,1444
2019-03,Plumbing,BROOKLYN,1649
2019-03,Plumbing,MANHATTAN,1118
2019-03,Plumbing,QUEENS,670
2019-03,Plumbing,STATEN ISLAND,130
2019-03,Snow/Ice,BRONX,57
2019-03,Snow/Ice,BROOKLYN,396
2019-03,Snow/Ice,MANHATTAN,64
2019-03,Snow/Ice,QUEENS,219
2019-03,Snow/Ice,STATEN ISLAND,68
2019-03,Water/Leak,BRONX,1215
2019-03,Water/Leak,BROOKLYN,2116
2019-03,Water/Leak,MANHATTAN,1053
2019-03,Water/Leak,QUEENS,1667
2019-03,Water/Leak,STATEN ISLAND,432
2019-04,Boilers,BRONX,66
2019-04,Boilers,BROOKLYN,99
2019-04,Boilers,MANHATTAN,78
2019-04,Boilers,QUEENS,67
2019-04,Boilers,STATEN ISLAND,3
2019-04,Heating/Hot Water,BRONX,3902
2019-04,Heating/Hot Water,BROOKLYN,3863
2019-04,Heating/Hot Water,MANHATTAN,2936
2019-04,Heating/Hot Water,QUEENS,1645
2019-04,Heating/Hot Water,STATEN ISLAND,107
2019-04,Homeless/Shelter,BRONX,98
2019-04,Homeless/Shelter,BROOKLYN,381
2019-04,Homeless/Shelter,MANHATTAN,1049
2019-04,Homeless/Shelter,QUEENS,133
2019-04,Homeless/Shelter,STATEN ISLAND,13
2019-04,Homeless/Shelter,Unspecified,11
2019-04,Plumbing,BRONX,1401
2019-04,Plumbing,BROOKLYN,1420
2019-04,Plumbing,MANHATTAN,848
2019-04,Plumbing,QUEENS,544
2019-04,Plumbing,STATEN ISLAND,134
2019-04,Water/Leak,BRONX,1399
2019-04,Water/Leak,BROOKLYN,2271
2019-04,Water/Leak,MANHATTAN,1031
2019-04,Water/Leak,QUEENS,1661
2019-04,Water/Leak,STATEN ISLAND,486
2019-04,Water/Leak,Unspecified,1
2019-05,Boilers,BRONX,57
2019-05,Boilers,BROOKLYN,76
2019-05,Boilers,MANHATTAN,77
2019-05,Boilers,QUEENS,55
2019-05,Boilers,STATEN ISLAND,1
2019-05,Heating/Hot Water,BRONX,2471
2019-05,Heating/Hot Water,BROOKLYN,2348
2019-05,Heating/Hot Water,MANHATTAN,2014
2019-05,Heating/Hot Water,QUEENS,1088
2019-05,Heating/Hot Water,STATEN ISLAND,82
2019-05,Homeless/Shelter,BRONX,117
2019-05,Homeless/Shelter,BROOKLYN,423
2019-05,Homeless/Shelter,MANHATTAN,1310
2019-05,Homeless/Shelter,QUEENS,228
2019-05,Homeless/Shelter,STATEN ISLAND,11
2019-05,Homeless/Shelter,Unspecified,12
2019-05,Plumbing,BRONX,1406
2019-05,Plumbing,BROOKLYN,1285
2019-05,Plumbing,MANHATTAN,857
2019-05,Plumbing,QUEENS,598
2019-05,Plumbing,STATEN ISLAND,119
2019-05,Water/Leak,BRONX,1444
2019-05,Water/Leak,BROOKLYN,2396
2019-05,Water/Leak,MANHATTAN,1101
2019-05,Water/Leak,QUEENS,1728
2019-05,Water/Leak,STATEN ISLAND,459
2019-05,Water/Leak,Unspecified,2
2019-06,Boilers,BRONX,30
2019-06,Boilers,BROOKLYN,53
2019-06,Boilers,MANHATTAN,28
2019-06,Boilers,QUEENS,29
2019-06,Boilers,STATEN ISLAND,1
2019-06,Heating/Hot Water,BRONX,1057
2019-06,Heating/Hot Water,BROOKLYN,934
2019-06,Heating/Hot Water,MANHATTAN,753
2019-06,Heating/Hot Water,QUEENS,321
2019-06,Heating/Hot Water,STATEN ISLAND,33
2019-06,Homeless/Shelter,BRONX,138
2019-06,Homeless/Shelter,BROOKLYN,611
2019-06,Homeless/Shelter,MANHATTAN,1596
2019-06,Homeless/Shelter,QUEENS,220
2019-06,Homeless/Shelter,STATEN ISLAND,11
2019-06,Homeless/Shelter,Unspecified,14
2019-06,Plumbing,BRONX,1199
2019-06,Plumbing,BROOKLYN,1255
2019-06,Plumbing,MANHATTAN,724
2019-06,Plumbing,QUEENS,546
2019-06,Plumbing,STATEN ISLAND,102
2019-06,Snow/Ice,STATEN ISLAND,1
2019-06,Water/Leak,BRONX,1839
2019-06,Water/Leak,BROOKLYN,2152
2019-06,Water/Leak,MANHATTAN,1360
2019-06,Water/Leak,QUEENS,1506
2019-06,Water/Leak,STATEN ISLAND,379
2019-07,Boilers,BRONX,34
2019-07,Boilers,BROOKLYN,19
2019-07,Boilers,MANHATTAN,20
2019-07,Boilers,QUEENS,11
2019-07,Heating/Hot Water,BRONX,794
2019-07,Heating/Hot Water,BROOKLYN,736
2019-07,Heating/Hot Water,MANHATTAN,474
2019-07,Heating/Hot Water,QUEENS,263
2019-07,Heating/Hot Water,STATEN ISLAND,33
2019-07,Homeless/Shelter,BRONX,186
2019-07,Homeless/Shelter,BROOKLYN,665
2019-07,Homeless/Shelter,MANHATTAN,1891
2019-07,Homeless/Shelter,QUEENS,280
2019-07,Homeless/Shelter,STATEN ISLAND,30
2019-07,Plumbing,BRONX,856
2019-07,Plumbing,BROOKLYN,638
2019-07,Plumbing,MANHATTAN,412
2019-07,Plumbing,QUEENS,318
2019-07,Plumbing,STATEN ISLAND,67
2019-07,Water/Leak,BRONX,5546
2019-07,Water/Leak,BROOKLYN,3522
2019-07,Water/Leak,MANHATTAN,3020
2019-07,Water/Leak,QUEENS,2021
2019-07,Water/Leak,STATEN ISLAND,411
2019-07,Water/Leak,Unspecified,4
2019-08,Boilers,BRONX,17
2019-08,Boilers,BROOKLYN,36
2019-08,Boilers,MANHATTAN,10
2019-08,Boilers,QUEENS,18
2019-08,Boilers,STATEN ISLAND,2
2019-08,Heating/Hot Water,BRONX,599
2019-08,Heating/Hot Water,BROOKLYN,673
2019-08,Heating/Hot Water,MANHATTAN,458
2019-08,Heating/Hot Water,QUEENS,183
2019-08,Heating/Hot Water,STATEN ISLAND,28
2019-08,Homeless/Shelter,BRONX,196
2019-08,Homeless/Shelter,BROOKLYN,677
2019-08,Homeless/Shelter,MANHATTAN,2049
2019-08,Homeless/Shelter,QUEENS,295
2019-08,Homeless/Shelter,STATEN ISLAND,46
2019-08,Homeless/Shelter,Unspecified,1
2019-08,Plumbing,BRONX,568
2019-08,Plumbing,BROOKLYN,611
2019-08,Plumbing,MANHATTAN,332
2019-08,Plumbing,QUEENS,275
2019-08,Plumbing,STATEN ISLAND,58
2019-08,Plumbing,Unspecified,1
2019-08,Water/Leak,BRONX,1916
2019-08,Water/Leak,BROOKLYN,1968
2019-08,Water/Leak,MANHATTAN,1480
2019-08,Water/Leak,QUEENS,1425
2019-08,Water/Leak,STATEN ISLAND,374
2019-08,Water/Leak,Unspecified,10
2019-09,Boilers,BRONX,21
2019-09,Boilers,BROOKLYN,18
2019-09,Boilers,MANHATTAN,27
2019-09,Boilers,QUEENS,11
2019-09,Boilers,STATEN ISLAND,2
2019-09,Heating/Hot Water,BRONX,728
2019-09,Heating/Hot Water,BROOKLYN,859
2019-09,Heating/Hot Water,MANHATTAN,627
2019-09,Heating/Hot Water,QUEENS,265
2019-09,Heating/Hot Water,STATEN ISLAND,24
2019-09,Homeless/Shelter,BRONX,177
2019-09,Homeless/Shelter,BROOKLYN,814
2019-09,Homeless/Shelter,MANHATTAN,2352
2019-09,Homeless/Shelter,QUEENS,357
2019-09,Homeless/Shelter,STATEN ISLAND,26
2019-09,Homeless/Shelter,Unspecified,2
2019-09,Plumbing,BRONX,507
2019-09,Plumbing,BROOKLYN,550
2019-09,Plumbing,MANHATTAN,366
2019-09,Plumbing,QUEENS,211
2019-09,Plumbing,STATEN ISLAND,49
2019-09,Water/Leak,BRONX,1003
2019-09,Water/Leak,BROOKLYN,1568
2019-09,Water/Leak,MANHATTAN,927
2019-09,Water/Leak,QUEENS,1272
2019-09,Water/Leak,STATEN ISLAND,422
2019-09,Water/Leak,Unspecified,4
2019-10,Boilers,BRONX,40
2019-10,Boilers,BROOKLYN,49
2019-10,Boilers,MANHATTAN,57
2019-10,Boilers,QUEENS,29
2019-10,Boilers,STATEN ISLAND,1
2019-10,Heating/Hot Water,BRONX,4278
2019-10,Heating/Hot Water,BROOKLYN,4920
2019-10,Heating/Hot Water,MANHATTAN,4004
2019-10,Heating/Hot Water,QUEENS,2250
2019-10,Heating/Hot Water,STATEN ISLAND,173
2019-10,Homeless/Shelter,BRONX,173
2019-10,Homeless/Shelter,BROOKLYN,679
2019-10,Homeless/Shelter,MANHATTAN,2549
2019-10,Homeless/Shelter,QUEENS,264
2019-10,Homeless/Shelter,STATEN ISLAND,29
2019-10,Homeless/Shelter,Unspecified,9
2019-10,Plumbing,BRONX,553
2019-10,Plumbing,BROOKLYN,538
2019-10,Plumbing,MANHATTAN,430
2019-10,Plumbing,QUEENS,301
2019-10,Plumbing,STATEN ISLAND,64
2019-10,Water/Leak,BRONX,959
2019-10,Water/Leak,BROOKLYN,1526
2019-10,Water/Leak,MANHATTAN,970
2019-10,Water/Leak,QUEENS,1938
2019-10,Water/Leak,STATEN ISLAND,461
2019-10,Water/Leak,Unspecified,5
2019-11,Boilers,BRONX,35
2019-11,Boilers,BROOKLYN,85
2019-11,Boilers,MANHATTAN,91
2019-11,Boilers,QUEENS,38
2019-11,Boilers,STATEN ISLAND,3
2019-11,Heating/Hot Water,BRONX,11926
2019-11,Heating/Hot Water,BROOKLYN,10780
2019-11,Heating/Hot Water,MANHATTAN,8375
2019-11,Heating/Hot Water,QUEENS,5500
2019-11,Heating/Hot Water,STATEN ISLAND,261
2019-11,Homeless/Shelter,BRONX,142
2019-11,Homeless/Shelter,BROOKLYN,564
2019-11,Homeless/Shelter,MANHATTAN,2152
2019-11,Homeless/Shelter,QUEENS,230
2019-11,Homeless/Shelter,STATEN ISLAND,26
2019-11,Homeless/Shelter,Unspecified,2
2019-11,Plumbing,BRONX,662
2019-11,Plumbing,BROOKLYN,666
2019-11,Plumbing,MANHATTAN,469
2019-11,Plumbing,QUEENS,323
2019-11,Plumbing,STATEN ISLAND,58
2019-11,Snow/Ice,BRONX,1
2019-11,Snow/Ice,BROOKLYN,1
2019-11,Snow/Ice,MANHATTAN,1
2019-11,Snow/Ice,QUEENS,5
2019-11,Snow/Ice,STATEN ISLAND,1
2019-11,Snow/Ice,Unspecified,1
2019-11,Water/Leak,BRONX,830
2019-11,Water/Leak,BROOKLYN,1361
2019-11,Water/Leak,MANHATTAN,849
2019-11,Water/Leak,QUEENS,1380
2019-11,Water/Leak,STATEN ISLAND,548
2019-11,Water/Leak,Unspecified,3
2019-12,Boilers,BRONX,55
2019-12,Boilers,BROOKLYN,90
2019-12,Boilers,MANHATTAN,78
2019-12,Boilers,QUEENS,44
2019-12,Boilers,STATEN ISLAND,4
2019-12,Heating/Hot Water,BRONX,10598
2019-12,Heating/Hot Water,BROOKLYN,8868
2019-12,Heating/Hot Water,MANHATTAN,7006
2019-12,Heating/Hot Water,QUEENS,4383
2019-12,Heating/Hot Water,STATEN ISLAND,279
2019-12,Homeless/Shelter,BRONX,101
2019-12,Homeless/Shelter,BROOKLYN,337
2019-12,Homeless/Shelter,MANHATTAN,1296
2019-12,Homeless/Shelter,QUEENS,122
2019-12,Homeless/Shelter,STATEN ISLAND,21
2019-12,Homeless/Shelter,Unspecified,1
2019-12,Plumbing,BRONX,645
2019-12,Plumbing,BROOKLYN,596
2019-12,Plumbing,MANHATTAN,413
2019-12,Plumbing,QUEENS,381
2019-12,Plumbing,STATEN ISLAND,64
2019-12,Snow/Ice,BRONX,32
2019-12,Snow/Ice,BROOKLYN,139
2019-12,Snow/Ice,MANHATTAN,17
2019-12,Snow/Ice,QUEENS,81
2019-12,Snow/Ice,STATEN ISLAND,83
2019-12,Snow/Ice,Unspecified,34
2019-12,Water/Leak,BRONX,766
2019-12,Water/Leak,BROOKLYN,1578
2019-12,Water/Leak,MANHATTAN,781
2019-12,Water/Leak,QUEENS,1518
2019-12,Water/Leak,STATEN ISLAND,396
2019-12,Water/Leak,Unspecified,3
2020-01,Boilers,BRONX,62
2020-01,Boilers,BROOKLYN,77
2020-01,Boilers,MANHATTAN,94
2020-01,Boilers,QUEENS,44
2020-01,Boilers,STATEN ISLAND,4
2020-01,Heating/Hot Water,BRONX,9509
2020-01,Heating/Hot Water,BROOKLYN,7183
2020-01,Heating/Hot Water,MANHATTAN,5251
2020-01,Heating/Hot Water,QUEENS,3648
2020-01,Heating/Hot Water,STATEN ISLAND,237
2020-01,Homeless/Shelter,BRONX,86
2020-01,Homeless/Shelter,BROOKLYN,311
2020-01,Homeless/Shelter,MANHATTAN,1022
2020-01,Homeless/Shelter,QUEENS,210
2020-01,Homeless/Shelter,STATEN ISLAND,12
2020-01,Homeless/Shelter,Unspecified,1
2020-01,Plumbing,BRONX,615
2020-01,Plumbing,BROOKLYN,645
2020-01,Plumbing,MANHATTAN,448
2020-01,Plumbing,QUEENS,275
2020-01,Plumbing,STATEN ISLAND,39
2020-01,Snow/Ice,BRONX,41
2020-01,Snow/Ice,BROOKLYN,37
2020-01,Snow/Ice,MANHATTAN,25
